id,nome,distrito,municipio,ano de escolaridade,privado/publico
id,"Escola Básica de Chãozinho, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Mogofores, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Moita, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Paredes do Bairro, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Poutena, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Sangalhos, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Tamengos, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Vila Nova de Monsarros, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Vilarinho do Bairro, Anadia",Aveiro,Anadia,1º Ciclo,Público
id,"Escola Básica de Boavista, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,"Escola Básica de Canelas, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,"Escola Básica de Chave, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,"Escola Básica de Fermedo, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,"Escola Básica de Paço, Alvarenga, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,"Escola Básica de Paço, Rossas, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,"Escola Básica de Serra da Vila, Casal, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,"Escola Básica do Burgo, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,"Escola Básica e Secundária de Escariz, Arouca",Aveiro,Arouca,1º Ciclo,Público
id,Escola Básica n.º 1 de Arouca,Aveiro,Arouca,1º Ciclo,Público
id,Colégio D. José I,Aveiro,Aveiro,1º Ciclo,Privado
id,Colégio Português (ENSIGEST)- Empreendimentos Educativos Lda,Aveiro,Aveiro,1º Ciclo,Privado
id,"Escola Básica Castro Matoso, Oliveirinha, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Alumieira, Mataduços, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Areais, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Azurva, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Barrocas, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Bonsucesso, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Costa do Valado, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Eixo, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Esgueira, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Glória, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Leirinhas de Aradas, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Mamodeiro, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Nariz, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Póvoa do Paço, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Póvoa do Valado, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Presa, Santa Joana, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Quintã do Loureiro, Cacia, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Quinta do Picado, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Santiago, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Sarrazola, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Solposto, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Taboeira, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Vera-Cruz, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Verdemilho, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica e Secundária Dr. Jaime Magalhães Lima, Esgueira, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica n.º 1 de São Bernardo, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica n.º 2 de São Bernardo, Aveiro",Aveiro,Aveiro,1º Ciclo,Público
id,"Escola Básica de Adro, Real, Castelo de Paiva",Aveiro,Castelo de Paiva,1º Ciclo,Público
id,"Escola Básica de Cepa, Castelo de Paiva",Aveiro,Castelo de Paiva,1º Ciclo,Público
id,"Escola Básica de Cruz da Agra, São Martinho, Castelo de Paiva",Aveiro,Castelo de Paiva,1º Ciclo,Público
id,"Escola Básica de Oliveira do Arda, Castelo de Paiva",Aveiro,Castelo de Paiva,1º Ciclo,Público
id,"Escola Básica de Pereire, Sardoura, Castelo de Paiva",Aveiro,Castelo de Paiva,1º Ciclo,Público
id,"Escola Básica de Póvoa, Castelo de Paiva",Aveiro,Castelo de Paiva,1º Ciclo,Público
id,Escola Básica e Secundária de Castelo de Paiva,Aveiro,Castelo de Paiva,1º Ciclo,Público
id,Colégio Mãe Galinha - Secção,Aveiro,Espinho,1º Ciclo,Privado
id,"Escola Básica de Anta, Espinho",Aveiro,Espinho,1º Ciclo,Público
id,"Escola Básica de Guetim, Espinho",Aveiro,Espinho,1º Ciclo,Público
id,"Escola Básica de Paramos, Espinho",Aveiro,Espinho,1º Ciclo,Público
id,"Escola Básica de Silvalde, Espinho",Aveiro,Espinho,1º Ciclo,Público
id,Escola Básica n.º 2 de Espinho,Aveiro,Espinho,1º Ciclo,Público
id,Escola Básica n.º 3 de Espinho,Aveiro,Espinho,1º Ciclo,Público
id,"Escola Básica de Cabeças, Estarreja",Aveiro,Estarreja,1º Ciclo,Público
id,"Escola Básica de Congosta, Estarreja",Aveiro,Estarreja,1º Ciclo,Público
id,"Escola Básica de Mato, Estarreja",Aveiro,Estarreja,1º Ciclo,Público
id,"Escola Básica de Pardilhó, Estarreja",Aveiro,Estarreja,1º Ciclo,Público
id,"Escola Básica de Pinheiro, Veiros, Estarreja",Aveiro,Estarreja,1º Ciclo,Público
id,"Escola Básica Padre Donaciano Abreu Freire, Estarreja",Aveiro,Estarreja,1º Ciclo,Público
id,"Escola Básica Visconde de Salreu, Estarreja",Aveiro,Estarreja,1º Ciclo,Público
id,Jardim Escola João de Deus Estarreja,Aveiro,Estarreja,1º Ciclo,Privado
id,"Escola Básica de Cambeia, Gafanha da Nazaré, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Chave, Gafanha da Nazaré, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Chousa Velha, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Corgo Comum, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Costa Nova do Prado, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Farol da Barra, Gafanha da Nazaré, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Gafanha da Encarnação-Centro, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Gafanha da Encarnação-Norte, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Gafanha da Encarnação-Sul, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Gafanha de Aquém, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Gafanha do Carmo, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,Escola Básica de Ílhavo,Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Marinha Velha, Gafanha da Nazaré, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Presa, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Senhora do Pranto, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Vale de Ílhavo, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica n.º 1 de Cale da Vila, Gafanha da Nazaré, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica n.º 2 de Cale da Vila, Gafanha da Nazaré, Ílhavo",Aveiro,Ílhavo,1º Ciclo,Público
id,"Escola Básica de Antes, Mealhada",Aveiro,Mealhada,1º Ciclo,Público
id,"Escola Básica de Barcouço, Mealhada",Aveiro,Mealhada,1º Ciclo,Público
id,"Escola Básica de Casal Comba, Mealhada",Aveiro,Mealhada,1º Ciclo,Público
id,"Escola Básica de Luso, Mealhada",Aveiro,Mealhada,1º Ciclo,Público
id,Escola Básica n.º 1 de Mealhada,Aveiro,Mealhada,1º Ciclo,Público
id,"Escola Básica n.º 1 de Pampilhosa, Mealhada",Aveiro,Mealhada,1º Ciclo,Público
id,"Escola Básica de Monte, Murtosa",Aveiro,Murtosa,1º Ciclo,Público
id,"Escola Básica de São Silvestre, Murtosa",Aveiro,Murtosa,1º Ciclo,Público
id,"Escola Básica de Torreira, Murtosa",Aveiro,Murtosa,1º Ciclo,Público
id,"Escola Básica e Secundária Padre António Morais da Fonseca, Murtosa",Aveiro,Murtosa,1º Ciclo,Público
id,Colégio da Gandarinha - Fundação Condessa Penha Longa,Aveiro,Oliveira de Azeméis,1º Ciclo,Privado
id,"Escola Básica Comendador Ângelo Azevedo, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica Comendador António da Silva Rodrigues, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Alumieira, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Azagães, Carregosa, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Brejo, Serrazina, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Carregosa, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Curval, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Macieira de Sarnes, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Madail, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Outeiro, Santiago de Riba-Ul, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Palmaz, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Picoto, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Pindelo, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica de Santo António, Ossela, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica Maria Godinho, Arroteia, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica n.º 1 de Areosa, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica n.º 1 de Cesar, Picoto, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica n.º 1 de Cruzeiro, Alvão, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica n.º 1 de Faria de Baixo, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,Escola Básica n.º 1 de Oliveira de Azeméis,Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica n.º 1 de Santiago de Riba-Ul, Vila Cova, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica n.º 1 de Travanca, Outeiro, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,Escola Básica n.º 2 de Oliveira de Azeméis,Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Escola Básica n.º 3 de Fajões, Oliveira de Azeméis",Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,Escola Básica n.º 4 de Oliveira de Azeméis,Aveiro,Oliveira de Azeméis,1º Ciclo,Público
id,"Externato Infantil ""O Despertar""",Aveiro,Oliveira de Azeméis,1º Ciclo,Privado
id,"Escola Básica de Bustos, Oliveira do Bairro",Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,"Escola Básica de Mamarrosa, Oliveira do Bairro",Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,"Escola Básica de Oiã Nascente, Oliveira do Bairro",Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,"Escola Básica de Oiã Poente, Oliveira do Bairro",Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,Escola Básica de Oliveira do Bairro,Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,"Escola Básica de Palhaça, Oliveira do Bairro",Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,"Escola Básica de Troviscal, Oliveira do Bairro",Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,"Escola Básica de Vila Verde, Oliveira do Bairro",Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,"Escola Básica Dr. Fernando Peixinho, Oiã, Oliveira do Bairro",Aveiro,Oliveira do Bairro,1º Ciclo,Público
id,"Escola Básica de Cabanões, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Campo Grande, Esmoriz, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Combatentes, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Estrada, Maceda, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Furadouro, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Gavinho, Cortegaça, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Habitovar, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Murteira, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Oliveirinha, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Outeiral, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Ponte Nova, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Praia, Esmoriz, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Regedoura, Válega, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Relva, Esmoriz, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de São Donato, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de São João, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de São Vicente de Pereira Jusã, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Torre, Esmoriz, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,"Escola Básica de Vinha, Esmoriz, Ovar",Aveiro,Ovar,1º Ciclo,Público
id,Externato de S. Miguel,Aveiro,Ovar,1º Ciclo,Privado
id,Colégio de Lamas,Aveiro,Santa Maria da Feira,1º Ciclo,Privado
id,Colégio Santa Eulália,Aveiro,Santa Maria da Feira,1º Ciclo,Privado
id,"Escola Básica de Aldeia Nova, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Aldeia, Sanfins, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Aldriz, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Arraial, Sanguedo, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Avenida, Chousa de Baixo, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Badoucos, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Bairro, Arrifana, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Beira, Gião, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Caldelas, Caldas de São Jorge, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Canedo, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Casalmeão, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Cavaco, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Chão do Rio, Fiães, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Cimo de Aldeia, Pigeiros, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Espargo, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Fonte Seca, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Fornos, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Igreja de São Paio de Oleiros, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Igreja, Escapães, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Igreja, Lobão, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Igreja, Milheirós de Poiares, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Igreja, Paços de Brandão, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Igreja, Romariz, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Louredo, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Mieiro, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Mosteirô, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Outeiro, Arrifana, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Outeiro, Rio Meão, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Outeiro, Travanca, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Pousadela de Baixo, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Póvoa, Paços de Brandão, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Póvoa, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Presinha, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Prime, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Santo António, Rio Meão, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de São Domingos, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de São João de Vêr, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Sobral, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Souto Redondo, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Souto, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Público
id,"Escola Básica de Valrico, Santa Maria da Feira",Aveiro,Santa Maria da Feira,1º Ciclo,Desconhecido
id,Centro de Educação Integral,Aveiro,São João da Madeira,1º Ciclo,Desconhecido
id,"Escola Básica de Campo Grande, Esmoriz, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Combatentes, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Estrada, Maceda, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Furadouro, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Gavinho, Cortegaça, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Habitovar, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Murteira, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Oliveirinha, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Outeiral, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Ponte Nova, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Praia, Esmoriz, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Regedoura, Válega, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Relva, Esmoriz, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de São Donato, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de São João, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de São Vicente de Pereira Jusã, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Torre, Esmoriz, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,"Escola Básica de Vinha, Esmoriz, Ovar",Aveiro,São João da Madeira,1º Ciclo,Público
id,Externato de S. Miguel,Aveiro,São João da Madeira,1º Ciclo,Privado
id,"Escola Básica de Rocas do Vouga, Sever do Vouga",Aveiro,Sever do Vouga,1º Ciclo,Público
id,Escola Básica de Sever do Vouga,Aveiro,Sever do Vouga,1º Ciclo,Público
id,"Escola Básica de Talhadas, Sever do Vouga",Aveiro,Sever do Vouga,1º Ciclo,Público
id,"Escola Básica da Gafanha da Boa Hora, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Calvão, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Fonte de Angeão, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Lombomeão, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Ouca, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Quintã, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Salgueiro, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Soza, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Vigia, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica Dr. João Rocha - Pai, Vagos",Aveiro,Vagos,1º Ciclo,Público
id,"Escola Básica de Areias, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
id,"Escola Básica de Arões - Junqueira, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
id,"Escola Básica de Casal, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
id,"Escola Básica de Codal, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
id,"Escola Básica de Covo, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
id,"Escola Básica de Macinhata, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
id,"Escola Básica de Vila Chã, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
id,"Escola Básica do Búzio, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
id,"Escola Básica Luiz Bernardo de Almeida, Vale de Cambra",Aveiro,Vale de Cambra,1º Ciclo,Público
